date,species,trap,latitude,longitude,wnvpresent,dayofmonth,month,year,species_encode,nummosquitos,date_station,station,tavg,dewpoint,preciptotal,sealevel,avgspeed,humidity
2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,5,6,2007,3,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,0,5,6,2007,2,5,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T009,41.981964,-87.812827,0,5,6,2007,2,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,0,5,6,2007,2,1,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,0,5,6,2007,2,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T016,42.011601,-87.811506,0,5,6,2007,2,1,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,0,5,6,2007,2,1,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,0,5,6,2007,2,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,0,5,6,2007,2,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,0,5,6,2007,2,3,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T143,41.999129,-87.795585,0,5,6,2007,2,9,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,0,5,6,2007,2,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,0,5,6,2007,2,2,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,0,5,6,2007,2,10,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,0,5,6,2007,2,1,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,0,5,6,2007,2,1,2007-06-05_1,1,68.9,56.3,0.11,29.891,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS,T045,41.9216,-87.666455,0,5,6,2007,1,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS,T048,41.867108,-87.654224,0,5,6,2007,1,2,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS,T096,41.731922,-87.677512,0,5,6,2007,1,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS,T135,41.662014,-87.724608,0,5,6,2007,1,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,5,6,2007,3,2,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,5,6,2007,3,2,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,5,6,2007,3,3,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,0,5,6,2007,3,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T019,41.94983,-87.698457,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,0,5,6,2007,2,3,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,0,5,6,2007,2,2,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T046,41.891118,-87.654491,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,0,5,6,2007,2,2,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,0,5,6,2007,2,3,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,0,5,6,2007,2,4,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T089,41.723195,-87.64997,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,0,5,6,2007,2,7,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T135,41.662014,-87.724608,0,5,6,2007,2,4,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T145,41.878114,-87.629798,0,5,6,2007,2,3,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,0,5,6,2007,2,3,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T154,41.918705,-87.752329,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,0,5,6,2007,2,8,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,0,5,6,2007,2,1,2007-06-05_2,2,70.45,56.4,0.172,29.879,8.05,0.6180094432132696
2007-06-26,CULEX PIPIENS,T088,41.869107,-87.696293,0,26,6,2007,1,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS,T090,41.868077,-87.666901,0,26,6,2007,1,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS,T135,41.662014,-87.724608,0,26,6,2007,1,6,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,26,6,2007,3,2,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T040,41.852652,-87.719887,0,26,6,2007,3,5,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,26,6,2007,3,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,26,6,2007,3,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,26,6,2007,3,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,26,6,2007,3,2,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,0,26,6,2007,3,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,26,6,2007,3,2,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,26,6,2007,3,10,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,0,26,6,2007,3,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,26,6,2007,3,20,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,26,6,2007,3,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,0,26,6,2007,3,3,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T019,41.94983,-87.698457,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T033,41.906638,-87.701431,0,26,6,2007,2,3,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T034,41.843811,-87.686763,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T040,41.852652,-87.719887,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T043,41.857402,-87.694991,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T045,41.9216,-87.666455,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T046,41.891118,-87.654491,0,26,6,2007,2,6,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T047,41.868142,-87.696269,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T049,41.896282,-87.655232,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T050,41.919343,-87.694259,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T085,41.721474,-87.648064,0,26,6,2007,2,2,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T086,41.688324,-87.676709,0,26,6,2007,2,2,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T090,41.868077,-87.666901,0,26,6,2007,2,19,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T096,41.731922,-87.677512,0,26,6,2007,2,5,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T129,41.891126,-87.61156,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T135,41.662014,-87.724608,0,26,6,2007,2,25,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T145,41.878114,-87.629798,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T147,41.932094,-87.700117,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T158,41.682587,-87.707973,0,26,6,2007,2,4,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T161,41.719059,-87.675088,0,26,6,2007,2,5,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T219,41.966987,-87.674677,0,26,6,2007,2,1,2007-06-26_2,2,74.3,59.3,0.145,29.995000000000005,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,26,6,2007,3,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,26,6,2007,3,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,26,6,2007,3,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,0,26,6,2007,3,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,26,6,2007,3,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,26,6,2007,3,3,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T002,41.95469,-87.800991,0,26,6,2007,2,4,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T003,41.964242,-87.757639,0,26,6,2007,2,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T006,41.990284,-87.797127,0,26,6,2007,2,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T007,41.994991,-87.769279,0,26,6,2007,2,4,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T008,42.008314,-87.777921,0,26,6,2007,2,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T011,41.944869,-87.832763,0,26,6,2007,2,4,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T015,41.974089,-87.824812,0,26,6,2007,2,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T016,42.011601,-87.811506,0,26,6,2007,2,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T028,41.986921,-87.689778,0,26,6,2007,2,9,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T037,41.921177,-87.79518,0,26,6,2007,2,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T141,41.961743,-87.76007,0,26,6,2007,2,3,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T142,41.953067,-87.776792,0,26,6,2007,2,4,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T143,41.999129,-87.795585,0,26,6,2007,2,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T146,41.958271,-87.702575,0,26,6,2007,2,6,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T148,42.01743,-87.687769,0,26,6,2007,2,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T150,42.006858,-87.675919,0,26,6,2007,2,2,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T151,41.916265,-87.800515,0,26,6,2007,2,6,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
2007-06-26,CULEX RESTUANS,T220,41.963976,-87.69181,0,26,6,2007,2,1,2007-06-26_1,1,73.45,59.2,0.108,30.009000000000004,9.19,0.6176327986764798
