date,species,trap,latitude,longitude,wnvpresent,dayofmonth,month,year,species_encode,nummosquitos,date_station,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,humidity
2007-05-29,CULEX RESTUANS,T153,41.907645,-87.760886,0,29,5,2007,2,1,2007-05-29_2,2,78.7,56.7,67.7,49.4,57.4,1.8,4.8,0.05600000000000001,29.451,30.102000000000004,7.540000000000001,13.5,9.23,0.5366798654354417
2007-05-29,CULEX RESTUANS,T159,41.732984,-87.649642,0,29,5,2007,2,1,2007-05-29_2,2,78.7,56.7,67.7,49.4,57.4,1.8,4.8,0.05600000000000001,29.451,30.102000000000004,7.540000000000001,13.5,9.23,0.5366798654354417
2007-05-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,29,5,2007,3,1,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-05-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,29,5,2007,3,1,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-05-29,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,0,29,5,2007,3,1,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-05-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,29,5,2007,3,1,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-05-29,CULEX RESTUANS,T002,41.95469,-87.800991,0,29,5,2007,2,1,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-05-29,CULEX RESTUANS,T007,41.994991,-87.769279,0,29,5,2007,2,1,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-05-29,CULEX RESTUANS,T015,41.974089,-87.824812,0,29,5,2007,2,4,2007-05-29_1,1,79.0,53.7,66.35,49.0,56.8,2.2,3.7,0.11400000000000002,29.387999999999998,30.111,8.02,14.9,9.55,0.5519026209419138
2007-06-05,CULEX PIPIENS,T002,41.95469,-87.800991,0,5,6,2007,1,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,5,6,2007,3,3,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,5,6,2007,3,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,0,5,6,2007,3,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,0,5,6,2007,3,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,0,5,6,2007,3,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,0,5,6,2007,3,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,0,5,6,2007,3,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,5,6,2007,3,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,5,6,2007,3,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,0,5,6,2007,2,5,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T009,41.981964,-87.812827,0,5,6,2007,2,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,0,5,6,2007,2,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,0,5,6,2007,2,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T016,42.011601,-87.811506,0,5,6,2007,2,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,0,5,6,2007,2,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,0,5,6,2007,2,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,0,5,6,2007,2,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,0,5,6,2007,2,3,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T143,41.999129,-87.795585,0,5,6,2007,2,9,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,0,5,6,2007,2,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,0,5,6,2007,2,2,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,0,5,6,2007,2,10,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,0,5,6,2007,2,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,0,5,6,2007,2,1,2007-06-05_1,1,78.6,59.2,68.9,56.3,61.4,0.9,5.1,0.11000000000000001,29.171,29.891,6.8,19.2,7.959999999999999,0.6495084592477435
2007-06-05,CULEX PIPIENS,T045,41.9216,-87.666455,0,5,6,2007,1,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS,T048,41.867108,-87.654224,0,5,6,2007,1,2,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS,T096,41.731922,-87.677512,0,5,6,2007,1,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS,T135,41.662014,-87.724608,0,5,6,2007,1,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,5,6,2007,3,2,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,5,6,2007,3,2,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,5,6,2007,3,3,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,0,5,6,2007,3,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T019,41.94983,-87.698457,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,0,5,6,2007,2,3,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,0,5,6,2007,2,2,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T046,41.891118,-87.654491,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,0,5,6,2007,2,2,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,0,5,6,2007,2,3,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,0,5,6,2007,2,4,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T089,41.723195,-87.64997,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,0,5,6,2007,2,7,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T135,41.662014,-87.724608,0,5,6,2007,2,4,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T145,41.878114,-87.629798,0,5,6,2007,2,3,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,0,5,6,2007,2,3,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T154,41.918705,-87.752329,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,0,5,6,2007,2,8,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,0,5,6,2007,2,1,2007-06-05_2,2,78.7,62.2,70.45,56.4,62.2,0.9,6.6,0.172,29.232,29.879,6.85,17.7,8.05,0.6180094432132696
2007-06-26,CULEX PIPIENS,T088,41.869107,-87.696293,0,26,6,2007,1,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS,T090,41.868077,-87.666901,0,26,6,2007,1,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS,T135,41.662014,-87.724608,0,26,6,2007,1,6,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,26,6,2007,3,2,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T040,41.852652,-87.719887,0,26,6,2007,3,5,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,26,6,2007,3,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,26,6,2007,3,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,26,6,2007,3,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,26,6,2007,3,2,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,0,26,6,2007,3,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,26,6,2007,3,2,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,26,6,2007,3,10,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,0,26,6,2007,3,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,26,6,2007,3,20,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,26,6,2007,3,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,0,26,6,2007,3,3,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T019,41.94983,-87.698457,0,26,6,2007,2,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T033,41.906638,-87.701431,0,26,6,2007,2,3,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T034,41.843811,-87.686763,0,26,6,2007,2,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T040,41.852652,-87.719887,0,26,6,2007,2,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T043,41.857402,-87.694991,0,26,6,2007,2,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T045,41.9216,-87.666455,0,26,6,2007,2,1,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
2007-06-26,CULEX RESTUANS,T046,41.891118,-87.654491,0,26,6,2007,2,6,2007-06-26_2,2,82.1,66.5,74.3,59.3,65.2,0.0,9.5,0.145,29.354000000000003,29.995000000000005,6.660000000000001,15.1,8.35,0.6076837507927844
