date,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofmonth,month,year,humidity,date_station
2007-07-27,1,81.4,63.8,72.6,59.8,64.7,0.0,7.9,0.20700000000000002,29.304000000000002,30.019000000000005,5.52,12.6,7.49,22.5,7.0,2007.0,0.6447708338061144,2007-07-27_1
2007-07-28,1,80.9,63.5,72.2,59.5,64.4,0.0,7.5,0.052000000000000005,29.315999999999995,30.028,5.609999999999999,10.5,7.5,23.5,7.0,2007.0,0.647000161884434,2007-07-28_1
2007-07-29,1,81.1,63.5,72.3,58.9,64.2,0.0,7.6,0.036,29.323,30.037,5.39,10.9,6.88,24.5,7.0,2007.0,0.6314765697729284,2007-07-29_1
2007-07-30,1,82.5,63.9,73.2,59.1,64.7,0.0,8.5,0.036,29.312,30.026,4.91,11.2,6.4,25.5,7.0,2007.0,0.6186460378743818,2007-07-30_1
2007-07-31,1,84.2,64.9,74.55,60.0,65.7,0.0,9.9,0.036,29.294,30.008,4.590000000000001,11.3,6.15,26.5,7.0,2007.0,0.6112528168570017,2007-07-31_1
2007-08-01,1,85.3,66.0,75.65,60.7,66.5,0.0,11.0,0.036,29.274,29.987000000000002,4.7700000000000005,10.6,6.2299999999999995,24.4,7.1,2007.0,0.6046458597693318,2007-08-01_1
2007-08-02,1,86.1,67.0,76.55,61.8,67.3,0.0,11.9,0.036,29.262999999999998,29.974,5.0,12.3,6.42,22.3,7.2,2007.0,0.6100021206463214,2007-08-02_1
2007-08-03,1,86.9,67.4,77.15,61.6,67.5,0.0,12.5,0.036,29.262,29.971999999999998,4.96,10.6,6.470000000000001,20.2,7.3,2007.0,0.5961343669059301,2007-08-03_1
2007-08-04,1,86.5,66.7,76.6,61.3,67.2,0.0,12.0,0.039,29.264,29.975,4.95,8.9,6.42,18.1,7.4,2007.0,0.6005816098777774,2007-08-04_1
2007-08-05,1,87.0,66.8,76.9,61.9,67.7,0.0,12.3,0.16299999999999998,29.252999999999997,29.964000000000006,4.7700000000000005,8.8,6.44,16.0,7.5,2007.0,0.6087136380539764,2007-08-05_1
2007-08-06,1,87.5,67.2,77.35,62.3,68.1,0.0,12.7,0.172,29.254999999999995,29.964999999999996,4.630000000000001,9.5,6.14,13.9,7.6,2007.0,0.6078514256721906,2007-08-06_1
2007-08-07,1,88.6,67.8,78.2,63.1,68.9,0.0,13.6,0.30300000000000005,29.238,29.948,4.25,11.7,6.0200000000000005,11.8,7.7,2007.0,0.6073013329059416,2007-08-07_1
2007-08-08,1,88.8,68.8,78.8,64.5,69.8,0.0,14.2,0.309,29.222999999999995,29.932,4.07,11.5,6.140000000000001,9.7,7.8,2007.0,0.6260128224444597,2007-08-08_1
2007-08-09,1,88.3,69.8,79.05,66.1,70.7,0.0,14.4,0.314,29.202999999999996,29.913,3.9400000000000004,13.8,6.3100000000000005,7.6,7.9,2007.0,0.6561421314092694,2007-08-09_1
2007-08-10,1,87.8,70.0,78.9,66.8,71.1,0.0,14.2,0.314,29.196000000000005,29.905,4.06,13.6,6.409999999999999,5.5,8.0,2007.0,0.6743142676471777,2007-08-10_1
2007-08-11,1,87.5,69.8,78.65,67.1,71.2,0.0,13.9,0.314,29.198,29.907,4.029999999999999,14.6,6.390000000000001,6.5,8.0,2007.0,0.6853028813614255,2007-08-11_1
2007-08-12,1,87.2,69.5,78.35,67.2,71.2,0.0,13.6,0.343,29.206,29.915999999999997,3.65,12.6,6.34,7.5,8.0,2007.0,0.6940469750478542,2007-08-12_1
2007-08-13,1,86.3,69.1,77.7,67.3,71.0,0.0,12.9,0.343,29.214,29.925,4.0,12.9,6.460000000000001,8.5,8.0,2007.0,0.7068075590599985,2007-08-13_1
2007-08-14,1,86.6,69.2,77.9,68.2,71.6,0.0,13.1,0.38099999999999995,29.206,29.915,4.0200000000000005,14.6,6.65,9.5,8.0,2007.0,0.7239293241076147,2007-08-14_1
2007-08-15,1,85.8,69.6,77.7,67.8,71.3,0.0,12.9,0.261,29.215000000000003,29.922999999999995,3.8200000000000003,13.2,6.2700000000000005,10.5,8.0,2007.0,0.7184455259660245,2007-08-15_1
2007-08-16,1,84.7,68.7,76.7,67.0,70.6,0.0,11.9,0.23499999999999996,29.23,29.937,4.0200000000000005,12.3,6.35,11.5,8.0,2007.0,0.7228332317366007,2007-08-16_1
2007-08-17,1,83.5,67.5,75.5,65.1,69.1,0.0,10.7,0.10400000000000001,29.265000000000004,29.970999999999997,3.9899999999999998,13.0,6.130000000000001,12.5,8.0,2007.0,0.7051835982732846,2007-08-17_1
2007-08-18,1,81.6,66.1,73.85,63.4,67.6,0.1,9.2,0.10699999999999998,29.296000000000003,30.004,4.33,13.9,6.25,13.5,8.0,2007.0,0.7022833237713757,2007-08-18_1
2007-08-19,1,80.0,65.1,72.55,62.5,66.7,0.1,7.9,0.23499999999999996,29.307000000000006,30.019,4.68,12.0,6.390000000000001,14.5,8.0,2007.0,0.7131874524871125,2007-08-19_1
2007-08-20,1,79.2,64.9,72.05,62.5,66.4,0.1,7.4,0.32599999999999996,29.296,30.01,4.279999999999999,13.0,6.369999999999999,15.5,8.0,2007.0,0.7261362229693192,2007-08-20_1
2007-08-21,1,79.0,65.1,72.05,63.0,66.6,0.1,7.4,0.32599999999999996,29.285999999999994,29.999000000000002,4.340000000000001,12.9,6.58,16.5,8.0,2007.0,0.7382413450587737,2007-08-21_1
2007-08-22,1,79.2,65.3,72.25,63.4,66.8,0.1,7.6,0.33399999999999996,29.275,29.987000000000002,4.7,14.4,6.99,17.5,8.0,2007.0,0.7434141442392533,2007-08-22_1
2007-08-23,1,79.8,65.7,72.75,64.6,67.5,0.1,8.1,0.569,29.250999999999998,29.963,5.040000000000001,15.9,7.469999999999999,18.5,8.0,2007.0,0.7600472749676551,2007-08-23_1
2007-08-24,1,79.4,66.1,72.75,64.6,67.4,0.1,8.1,0.5519999999999999,29.238999999999997,29.951999999999998,5.029999999999999,15.9,7.38,19.5,8.0,2007.0,0.7600472749676551,2007-08-24_1
2007-08-25,1,79.3,65.4,72.35,64.2,67.0,0.1,7.7,0.563,29.244999999999997,29.956,4.99,18.8,7.359999999999999,20.5,8.0,2007.0,0.7596808047498442,2007-08-25_1
2007-08-26,1,79.5,64.9,72.2,63.3,66.4,0.1,7.6,0.563,29.255000000000003,29.966999999999995,4.99,19.8,7.33,21.5,8.0,2007.0,0.7410976152307198,2007-08-26_1
2007-08-27,1,79.5,64.9,72.2,63.9,66.7,0.1,7.6,0.563,29.25,29.964000000000006,5.05,18.3,7.390000000000001,22.5,8.0,2007.0,0.7550633804496961,2007-08-27_1
2007-08-28,1,81.8,65.7,73.75,65.1,67.9,0.0,9.0,0.554,29.233999999999998,29.946999999999996,5.3100000000000005,19.1,7.530000000000001,23.5,8.0,2007.0,0.7483607038102755,2007-08-28_1
2007-08-29,1,83.5,66.3,74.9,65.4,68.4,0.0,10.2,0.421,29.244,29.951999999999998,5.2700000000000005,18.4,7.609999999999999,24.5,8.0,2007.0,0.7259792608577216,2007-08-29_1
2007-08-30,1,83.2,65.2,74.2,64.0,67.5,0.0,9.5,0.33,29.276,29.982999999999997,6.13,17.4,8.03,25.5,8.0,2007.0,0.7068664322965488,2007-08-30_1
2007-08-31,1,82.2,64.0,73.1,62.2,66.2,0.0,8.4,0.33,29.302000000000003,30.011000000000003,6.14,16.0,7.95,26.5,8.0,2007.0,0.6889625008538296,2007-08-31_1
2007-09-01,1,81.3,62.8,72.05,60.6,65.0,0.0,7.3,0.29300000000000004,29.327999999999996,30.038999999999998,6.029999999999999,15.0,7.5,24.4,8.1,2007.0,0.6746710418636368,2007-09-01_1
2007-09-02,1,81.1,62.0,71.55,59.4,64.2,0.0,6.8,0.05800000000000001,29.354000000000003,30.067,5.49,15.0,6.83,22.3,8.2,2007.0,0.658037911135235,2007-09-02_1
2007-09-03,1,81.9,61.7,71.8,58.8,64.0,0.0,7.0,0.034,29.379,30.094,5.11,15.2,6.7,20.2,8.3,2007.0,0.6383482985954847,2007-09-03_1
2007-09-04,1,82.9,61.6,72.25,58.5,64.0,0.0,7.4,0.0,29.383999999999997,30.101,5.09,13.8,6.57,18.1,8.4,2007.0,0.6214367408257443,2007-09-04_1
2007-09-05,1,84.0,62.2,73.1,59.3,64.8,0.0,8.2,0.0,29.369999999999997,30.089,5.369999999999999,14.6,6.68,16.0,8.5,2007.0,0.621469240593389,2007-09-05_1
2007-09-06,1,84.3,63.5,73.9,60.0,65.4,0.0,9.0,0.018,29.354999999999997,30.073999999999995,5.909999999999999,14.9,7.15,13.9,8.6,2007.0,0.6198034727389735,2007-09-06_1
2007-09-07,1,83.6,63.8,73.7,60.2,65.4,0.0,8.8,0.037,29.342000000000002,30.060000000000002,6.05,15.2,7.590000000000001,11.8,8.7,2007.0,0.6291270664615112,2007-09-07_1
2007-09-08,1,82.9,63.4,73.15,59.4,64.8,0.0,8.2,0.037,29.338,30.056,6.090000000000001,15.4,7.489999999999999,9.7,8.8,2007.0,0.6227621287503732,2007-09-08_1
2007-09-09,1,83.4,64.0,73.7,59.9,65.1,0.0,8.8,0.037,29.326999999999998,30.044,6.1,15.5,7.49,7.6,8.9,2007.0,0.6222467040037073,2007-09-09_1
2007-09-10,1,83.1,63.7,73.4,60.5,65.2,0.1,8.6,0.073,29.309999999999995,30.029000000000003,6.43,15.3,7.87,5.5,9.0,2007.0,0.6445318715704726,2007-09-10_1
2007-09-11,1,82.1,63.0,72.55,59.4,64.3,0.5,8.2,0.073,29.281,29.999000000000002,7.18,17.1,8.72,6.5,9.0,2007.0,0.6379929748136093,2007-09-11_1
2007-09-12,1,80.3,61.5,70.9,57.9,62.9,1.3,7.4,0.073,29.28,29.996,6.9399999999999995,15.3,8.78,7.5,9.0,2007.0,0.6389561159617883,2007-09-12_1
2007-09-13,1,79.3,59.9,69.6,56.3,61.6,1.4,6.2,0.073,29.266999999999996,29.986,7.57,14.5,9.05,8.5,9.0,2007.0,0.631176007017546,2007-09-13_1
2007-09-14,1,77.0,58.1,67.55,54.2,59.8,2.3,5.1,0.073,29.275,29.991000000000003,8.5,15.5,9.959999999999999,9.5,9.0,2007.0,0.6272525228165199,2007-09-14_1
2007-09-15,1,74.1,55.4,64.75,51.2,57.2,3.8,3.8,0.073,29.307,30.022999999999996,8.0,16.9,9.9,10.5,9.0,2007.0,0.6191164143747722,2007-09-15_1
2007-09-16,1,73.0,52.5,62.75,48.5,55.1,4.5,2.5,0.05500000000000001,29.332,30.05,7.49,16.7,9.43,11.5,9.0,2007.0,0.6009675942446618,2007-09-16_1
2007-09-17,1,72.6,50.7,61.65,46.6,53.8,4.5,1.4,0.036,29.356,30.076999999999998,7.62,16.1,9.25,12.5,9.0,2007.0,0.581405830923768,2007-09-17_1
2007-09-18,1,73.6,50.6,62.1,46.7,54.0,4.5,1.9,0.036,29.359999999999996,30.083,8.309999999999999,17.5,9.84,13.5,9.0,2007.0,0.5747262852869248,2007-09-18_1
2007-09-19,1,74.0,50.8,62.4,46.7,54.2,4.5,2.2,0.036,29.365000000000002,30.088,7.889999999999999,19.8,9.82,14.5,9.0,2007.0,0.5685061871696394,2007-09-19_1
2007-09-20,1,74.4,51.4,62.9,46.8,54.5,4.4,2.6,0.0,29.374000000000002,30.095999999999997,7.7,20.3,9.58,15.5,9.0,2007.0,0.5581374189599501,2007-09-20_1
2007-09-21,1,76.1,52.8,64.45,48.3,55.9,4.0,3.7,0.0,29.372000000000003,30.094,7.5600000000000005,19.5,9.47,16.5,9.0,2007.0,0.5593102487084229,2007-09-21_1
2007-09-22,1,76.8,53.3,65.05,48.4,56.3,3.4,3.7,0.0,29.374000000000002,30.094,7.640000000000001,19.5,9.59,17.5,9.0,2007.0,0.5499346538465829,2007-09-22_1
2007-09-23,1,77.4,53.3,65.35,48.9,56.7,3.3,3.9,0.0,29.394,30.111,7.269999999999999,18.9,9.27,18.5,9.0,2007.0,0.5542969737298787,2007-09-23_1
