date,station,tavg,dewpoint,preciptotal,sealevel,avgspeed,dayofmonth,month,year,humidity,date_station
2007-05-30,1,68.4,50.8,0.107,30.104000000000003,9.54,25.5,5.0,2007.0,0.5498326109435846,2007-05-30_1
2007-05-31,1,69.35,51.9,0.108,30.098000000000003,9.71,26.5,5.0,2007.0,0.5545751659721609,2007-05-31_1
2007-06-01,1,69.6,53.6,0.127,30.083,9.33,24.4,5.1,2007.0,0.5834702377706714,2007-06-01_1
2007-06-02,1,69.45,55.0,0.131,30.05,8.889999999999999,22.3,5.2,2007.0,0.6137623525771595,2007-06-02_1
2007-06-03,1,68.9,55.6,0.13,29.995000000000005,7.83,20.2,5.3,2007.0,0.6371146659743745,2007-06-03_1
2007-06-04,1,69.05,57.0,0.1689999999999999,29.923,7.92,18.1,5.4,2007.0,0.6666903480361878,2007-06-04_1
2007-06-05,1,68.9,56.3,0.11,29.891,7.959999999999999,16.0,5.5,2007.0,0.6495084592477435,2007-06-05_1
2007-06-06,1,68.05,56.4,0.1069999999999999,29.866,8.15,13.9,5.6,2007.0,0.6697330645426438,2007-06-06_1
2007-06-07,1,69.7,57.9,0.1069999999999999,29.806,9.93,11.8,5.7,2007.0,0.6692230616954022,2007-06-07_1
2007-06-08,1,69.2,57.4,0.1069999999999999,29.78,10.66,9.7,5.8,2007.0,0.6685401886528296,2007-06-08_1
2007-06-09,1,68.1,56.3,0.1069999999999999,29.783,10.1,7.6,5.9,2007.0,0.666938536927498,2007-06-09_1
2007-06-10,1,67.75,55.3,0.1059999999999999,29.788,9.67,5.5,6.0,2007.0,0.6519670404344866,2007-06-10_1
2007-06-11,1,67.6,54.2,0.087,29.808000000000003,9.72,6.5,6.0,2007.0,0.6316177783995672,2007-06-11_1
2007-06-12,1,67.55,52.9,0.0829999999999999,29.847,9.86,7.5,6.0,2007.0,0.6057967120469336,2007-06-12_1
2007-06-13,1,67.9,52.2,0.0819999999999999,29.9,10.05,8.5,6.0,2007.0,0.5838991706831276,2007-06-13_1
2007-06-14,1,69.1,51.9,0.043,29.95,9.760000000000002,9.5,6.0,2007.0,0.5518337831589958,2007-06-14_1
2007-06-15,1,71.25,52.7,0.001,29.97000000000001,9.49,10.5,6.0,2007.0,0.5243248801393159,2007-06-15_1
2007-06-16,1,73.45,53.9,0.0,29.986,8.93,11.5,6.0,2007.0,0.5051519561752205,2007-06-16_1
2007-06-17,1,73.4,54.1,0.0,30.026,7.25,12.5,6.0,2007.0,0.5099003385134335,2007-06-17_1
2007-06-18,1,74.4,55.3,0.028,30.025,7.38,13.5,6.0,2007.0,0.5154608505473316,2007-06-18_1
2007-06-19,1,75.1,56.1,0.086,30.013,8.02,14.5,6.0,2007.0,0.5184259978716133,2007-06-19_1
2007-06-20,1,75.55,56.2,0.086,30.018,8.34,15.5,6.0,2007.0,0.5124348092400488,2007-06-20_1
2007-06-21,1,75.25,56.1,0.087,30.015000000000004,8.72,16.5,6.0,2007.0,0.515759430311195,2007-06-21_1
2007-06-22,1,74.85,56.1,0.087,30.005000000000003,8.709999999999999,17.5,6.0,2007.0,0.5223329421300361,2007-06-22_1
2007-06-23,1,73.95,56.6,0.092,29.992,8.75,18.5,6.0,2007.0,0.553094086714282,2007-06-23_1
2007-06-24,1,73.3,57.3,0.092,29.987,8.87,19.5,6.0,2007.0,0.581479549595262,2007-06-24_1
2007-06-25,1,73.3,58.3,0.092,29.995,9.06,20.5,6.0,2007.0,0.6020320078494172,2007-06-25_1
2007-06-26,1,73.45,59.2,0.108,30.009000000000004,9.19,21.5,6.0,2007.0,0.6176327986764798,2007-06-26_1
2007-06-27,1,73.5,59.8,0.123,30.016,9.44,22.5,6.0,2007.0,0.6296790978695566,2007-06-27_1
2007-06-28,1,72.2,58.8,0.095,30.041,9.18,23.5,6.0,2007.0,0.6350631747159955,2007-06-28_1
2007-06-29,1,71.25,58.8,0.037,30.059,8.87,24.5,6.0,2007.0,0.656025163389122,2007-06-29_1
2007-06-30,1,70.65,58.2,0.037,30.061999999999998,8.57,25.5,6.0,2007.0,0.6551155660821796,2007-06-30_1
2007-07-01,1,70.2,58.3,0.036,30.077,8.36,23.5,6.1,2007.0,0.66630120081555,2007-07-01_1
2007-07-02,1,69.95,58.3,0.036,30.093,8.3,21.5,6.2,2007.0,0.6709540269471983,2007-07-02_1
2007-07-03,1,70.65,58.2,0.071,30.103,8.13,19.5,6.3,2007.0,0.651747539386663,2007-07-03_1
2007-07-04,1,71.3,58.5,0.087,30.096,8.15,17.5,6.4,2007.0,0.6436165163344623,2007-07-04_1
2007-07-05,1,71.6,57.9,0.087,30.083,8.28,15.5,6.5,2007.0,0.6252795030204422,2007-07-05_1
2007-07-06,1,71.1,56.7,0.071,30.075,8.120000000000001,13.5,6.6,2007.0,0.6100975707283716,2007-07-06_1
2007-07-07,1,70.7,56.0,0.056,30.064,8.1,11.5,6.7,2007.0,0.602822441278175,2007-07-07_1
2007-07-08,1,72.55,57.2,0.056,30.032,8.16,9.5,6.8,2007.0,0.5909917730585319,2007-07-08_1
2007-07-09,1,74.45,58.3,0.086,29.999,8.209999999999999,7.5,6.9,2007.0,0.5743243354096421,2007-07-09_1
2007-07-10,1,75.7,60.4,0.129,29.963,8.68,5.5,7.0,2007.0,0.5934485403899716,2007-07-10_1
2007-07-11,1,76.2,60.3,0.129,29.933,8.91,6.5,7.0,2007.0,0.5813692658827998,2007-07-11_1
2007-07-12,1,76.65,60.4,0.129,29.904,9.21,7.5,7.0,2007.0,0.575126428524368,2007-07-12_1
2007-07-13,1,76.3,59.9,0.089,29.896000000000004,9.01,8.5,7.0,2007.0,0.5714640389250709,2007-07-13_1
2007-07-14,1,75.9,58.9,0.073,29.885,9.51,9.5,7.0,2007.0,0.5579971612813637,2007-07-14_1
2007-07-15,1,75.0,58.2,0.073,29.880000000000003,9.19,10.5,7.0,2007.0,0.5604337897119059,2007-07-15_1
2007-07-16,1,74.75,58.5,0.112,29.873,9.16,11.5,7.0,2007.0,0.5713365567410394,2007-07-16_1
2007-07-17,1,74.6,58.8,0.123,29.872000000000003,8.95,12.5,7.0,2007.0,0.5817047201185108,2007-07-17_1
2007-07-18,1,73.85,58.9,0.278,29.879,8.65,13.5,7.0,2007.0,0.5996777358021982,2007-07-18_1
2007-07-19,1,72.95,58.6,0.264,29.889,8.959999999999999,14.5,7.0,2007.0,0.6121087520516766,2007-07-19_1
2007-07-20,1,71.7,57.2,0.221,29.926000000000005,8.819999999999999,15.5,7.0,2007.0,0.6071727267523293,2007-07-20_1
2007-07-21,1,71.35,57.3,0.221,29.955,8.47,16.5,7.0,2007.0,0.6160035931972951,2007-07-21_1
2007-07-22,1,71.25,57.7,0.221,29.983,7.689999999999999,17.5,7.0,2007.0,0.6259257655685722,2007-07-22_1
2007-07-23,1,71.6,58.0,0.221,29.995,7.56,18.5,7.0,2007.0,0.6253801693211773,2007-07-23_1
2007-07-24,1,71.7,58.3,0.221,30.02,6.76,19.5,7.0,2007.0,0.6295819006454956,2007-07-24_1
2007-07-25,1,72.4,59.1,0.221,30.031,6.93,20.5,7.0,2007.0,0.6325282726110009,2007-07-25_1
2007-07-26,1,72.5,59.6,0.2009999999999999,30.027,7.35,21.5,7.0,2007.0,0.6421306105674083,2007-07-26_1
2007-07-27,1,72.6,59.8,0.207,30.019000000000005,7.49,22.5,7.0,2007.0,0.6447708338061144,2007-07-27_1
2007-07-28,1,72.2,59.5,0.052,30.028,7.5,23.5,7.0,2007.0,0.647000161884434,2007-07-28_1
2007-07-29,1,72.3,58.9,0.036,30.037,6.88,24.5,7.0,2007.0,0.6314765697729284,2007-07-29_1
2007-07-30,1,73.2,59.1,0.036,30.026,6.4,25.5,7.0,2007.0,0.6186460378743818,2007-07-30_1
2007-07-31,1,74.55,60.0,0.036,30.008,6.15,26.5,7.0,2007.0,0.6112528168570017,2007-07-31_1
2007-08-01,1,75.65,60.7,0.036,29.987,6.23,24.4,7.1,2007.0,0.6046458597693318,2007-08-01_1
2007-08-02,1,76.55,61.8,0.036,29.974,6.42,22.3,7.2,2007.0,0.6100021206463214,2007-08-02_1
2007-08-03,1,77.15,61.6,0.036,29.972,6.470000000000001,20.2,7.3,2007.0,0.5961343669059301,2007-08-03_1
2007-08-04,1,76.6,61.3,0.039,29.975,6.42,18.1,7.4,2007.0,0.6005816098777774,2007-08-04_1
2007-08-05,1,76.9,61.9,0.1629999999999999,29.96400000000001,6.44,16.0,7.5,2007.0,0.6087136380539764,2007-08-05_1
2007-08-06,1,77.35,62.3,0.172,29.965,6.14,13.9,7.6,2007.0,0.6078514256721906,2007-08-06_1
2007-08-07,1,78.2,63.1,0.303,29.948,6.0200000000000005,11.8,7.7,2007.0,0.6073013329059416,2007-08-07_1
2007-08-08,1,78.8,64.5,0.309,29.932,6.140000000000001,9.7,7.8,2007.0,0.6260128224444597,2007-08-08_1
2007-08-09,1,79.05,66.1,0.314,29.913,6.3100000000000005,7.6,7.9,2007.0,0.6561421314092694,2007-08-09_1
2007-08-10,1,78.9,66.8,0.314,29.905,6.409999999999999,5.5,8.0,2007.0,0.6743142676471777,2007-08-10_1
2007-08-11,1,78.65,67.1,0.314,29.907,6.390000000000001,6.5,8.0,2007.0,0.6853028813614255,2007-08-11_1
2007-08-12,1,78.35,67.2,0.343,29.916,6.34,7.5,8.0,2007.0,0.6940469750478542,2007-08-12_1
2007-08-13,1,77.7,67.3,0.343,29.925,6.460000000000001,8.5,8.0,2007.0,0.7068075590599985,2007-08-13_1
2007-08-14,1,77.9,68.2,0.3809999999999999,29.915,6.65,9.5,8.0,2007.0,0.7239293241076147,2007-08-14_1
2007-08-15,1,77.7,67.8,0.261,29.922999999999995,6.2700000000000005,10.5,8.0,2007.0,0.7184455259660245,2007-08-15_1
2007-08-16,1,76.7,67.0,0.2349999999999999,29.937,6.35,11.5,8.0,2007.0,0.7228332317366007,2007-08-16_1
2007-08-17,1,75.5,65.1,0.104,29.971,6.130000000000001,12.5,8.0,2007.0,0.7051835982732846,2007-08-17_1
2007-08-18,1,73.85,63.4,0.1069999999999999,30.004,6.25,13.5,8.0,2007.0,0.7022833237713757,2007-08-18_1
2007-08-19,1,72.55,62.5,0.2349999999999999,30.019,6.390000000000001,14.5,8.0,2007.0,0.7131874524871125,2007-08-19_1
2007-08-20,1,72.05,62.5,0.3259999999999999,30.01,6.369999999999999,15.5,8.0,2007.0,0.7261362229693192,2007-08-20_1
2007-08-21,1,72.05,63.0,0.3259999999999999,29.999,6.58,16.5,8.0,2007.0,0.7382413450587737,2007-08-21_1
2007-08-22,1,72.25,63.4,0.3339999999999999,29.987,6.99,17.5,8.0,2007.0,0.7434141442392533,2007-08-22_1
2007-08-23,1,72.75,64.6,0.569,29.963,7.469999999999999,18.5,8.0,2007.0,0.7600472749676551,2007-08-23_1
2007-08-24,1,72.75,64.6,0.5519999999999999,29.952,7.38,19.5,8.0,2007.0,0.7600472749676551,2007-08-24_1
2007-08-25,1,72.35,64.2,0.563,29.956,7.359999999999999,20.5,8.0,2007.0,0.7596808047498442,2007-08-25_1
2007-08-26,1,72.2,63.3,0.563,29.966999999999995,7.33,21.5,8.0,2007.0,0.7410976152307198,2007-08-26_1
2007-08-27,1,72.2,63.9,0.563,29.96400000000001,7.390000000000001,22.5,8.0,2007.0,0.7550633804496961,2007-08-27_1
2007-08-28,1,73.75,65.1,0.554,29.947,7.530000000000001,23.5,8.0,2007.0,0.7483607038102755,2007-08-28_1
2007-08-29,1,74.9,65.4,0.421,29.952,7.609999999999999,24.5,8.0,2007.0,0.7259792608577216,2007-08-29_1
2007-08-30,1,74.2,64.0,0.33,29.983,8.03,25.5,8.0,2007.0,0.7068664322965488,2007-08-30_1
2007-08-31,1,73.1,62.2,0.33,30.011000000000003,7.95,26.5,8.0,2007.0,0.6889625008538296,2007-08-31_1
2007-09-01,1,72.05,60.6,0.293,30.039,7.5,24.4,8.1,2007.0,0.6746710418636368,2007-09-01_1
2007-09-02,1,71.55,59.4,0.058,30.067,6.83,22.3,8.2,2007.0,0.658037911135235,2007-09-02_1
2007-09-03,1,71.8,58.8,0.034,30.094,6.7,20.2,8.3,2007.0,0.6383482985954847,2007-09-03_1
2007-09-04,1,72.25,58.5,0.0,30.101,6.57,18.1,8.4,2007.0,0.6214367408257443,2007-09-04_1
2007-09-05,1,73.1,59.3,0.0,30.089,6.68,16.0,8.5,2007.0,0.621469240593389,2007-09-05_1
2007-09-06,1,73.9,60.0,0.018,30.073999999999995,7.15,13.9,8.6,2007.0,0.6198034727389735,2007-09-06_1
2007-09-07,1,73.7,60.2,0.037,30.06,7.590000000000001,11.8,8.7,2007.0,0.6291270664615112,2007-09-07_1
2007-09-08,1,73.15,59.4,0.037,30.056,7.489999999999999,9.7,8.8,2007.0,0.6227621287503732,2007-09-08_1
2007-09-09,1,73.7,59.9,0.037,30.044,7.49,7.6,8.9,2007.0,0.6222467040037073,2007-09-09_1
2007-09-10,1,73.4,60.5,0.073,30.029000000000003,7.87,5.5,9.0,2007.0,0.6445318715704726,2007-09-10_1
2007-09-11,1,72.55,59.4,0.073,29.999,8.72,6.5,9.0,2007.0,0.6379929748136093,2007-09-11_1
2007-09-12,1,70.9,57.9,0.073,29.996,8.78,7.5,9.0,2007.0,0.6389561159617883,2007-09-12_1
2007-09-13,1,69.6,56.3,0.073,29.986,9.05,8.5,9.0,2007.0,0.631176007017546,2007-09-13_1
2007-09-14,1,67.55,54.2,0.073,29.991000000000003,9.96,9.5,9.0,2007.0,0.6272525228165199,2007-09-14_1
2007-09-15,1,64.75,51.2,0.073,30.023,9.9,10.5,9.0,2007.0,0.6191164143747722,2007-09-15_1
2007-09-16,1,62.75,48.5,0.055,30.05,9.43,11.5,9.0,2007.0,0.6009675942446618,2007-09-16_1
2007-09-17,1,61.65,46.6,0.036,30.077,9.25,12.5,9.0,2007.0,0.581405830923768,2007-09-17_1
2007-09-18,1,62.1,46.7,0.036,30.083,9.84,13.5,9.0,2007.0,0.5747262852869248,2007-09-18_1
2007-09-19,1,62.4,46.7,0.036,30.088,9.82,14.5,9.0,2007.0,0.5685061871696394,2007-09-19_1
2007-09-20,1,62.9,46.8,0.0,30.096,9.58,15.5,9.0,2007.0,0.5581374189599501,2007-09-20_1
2007-09-21,1,64.45,48.3,0.0,30.094,9.47,16.5,9.0,2007.0,0.5593102487084229,2007-09-21_1
2007-09-22,1,65.05,48.4,0.0,30.094,9.59,17.5,9.0,2007.0,0.5499346538465829,2007-09-22_1
2007-09-23,1,65.35,48.9,0.0,30.111,9.27,18.5,9.0,2007.0,0.5542969737298787,2007-09-23_1
2007-09-24,1,67.7,51.3,0.0,30.105,9.12,19.5,9.0,2007.0,0.5586204365634553,2007-09-24_1
2007-09-25,1,70.1,54.5,0.027,30.072000000000003,9.58,20.5,9.0,2007.0,0.5802643941239986,2007-09-25_1
2007-09-26,1,70.45,55.5,0.036,30.055999999999997,9.5,21.5,9.0,2007.0,0.5953671075137669,2007-09-26_1
2007-09-27,1,70.05,55.5,0.036,30.041000000000004,8.94,22.5,9.0,2007.0,0.6035140460747019,2007-09-27_1
2007-09-28,1,68.8,54.3,0.036,30.052000000000003,8.34,23.5,9.0,2007.0,0.6027313471962875,2007-09-28_1
2007-09-29,1,67.85,53.0,0.036,30.064,8.35,24.5,9.0,2007.0,0.5944000787406744,2007-09-29_1
2007-09-30,1,68.05,52.0,0.05,30.062,9.15,25.5,9.0,2007.0,0.5696094049063238,2007-09-30_1
2007-10-01,1,66.85,52.0,0.079,30.072000000000003,8.719999999999999,23.5,9.1,2007.0,0.5977568277783276,2007-10-01_1
2007-10-02,1,67.35,53.6,0.088,30.052000000000003,9.15,21.5,9.2,2007.0,0.6231116300436287,2007-10-02_1
2007-10-03,1,67.1,53.4,0.088,30.034,9.33,19.5,9.3,2007.0,0.6237763543758008,2007-10-03_1
2007-10-04,1,65.85,52.7,0.088,30.039,8.6,17.5,9.4,2007.0,0.6346638367620091,2007-10-04_1
2007-10-05,1,65.75,52.7,0.061,30.052,8.25,15.5,9.5,2007.0,0.637176749351408,2007-10-05_1
2007-10-06,1,67.45,54.4,0.052,30.053000000000004,8.33,13.5,9.6,2007.0,0.6390744571543207,2007-10-06_1
2007-10-07,1,68.95,56.1,0.052,30.059,8.27,11.5,9.7,2007.0,0.6455630380626987,2007-10-07_1
2007-10-08,1,70.0,57.6,0.052,30.035,8.569999999999999,9.5,9.8,2007.0,0.6567165461561884,2007-10-08_1
2007-10-09,1,69.75,57.4,0.052,30.006,8.87,7.5,9.9,2007.0,0.6572998250527337,2007-10-09_1
2007-10-10,1,67.7,56.3,0.038,29.989,8.959999999999999,5.5,10.0,2007.0,0.6736996459140794,2007-10-10_1
2007-10-11,1,66.3,54.3,0.009,29.99,9.44,6.5,10.0,2007.0,0.6556783063441431,2007-10-11_1
2007-10-12,1,64.4,51.9,0.0,30.0,8.790000000000001,7.5,10.0,2007.0,0.6408921191898496,2007-10-12_1
2007-10-13,1,62.9,51.2,0.0,30.006,8.430000000000001,8.5,10.0,2007.0,0.6582669213095544,2007-10-13_1
2007-10-14,1,61.95,50.5,0.015,30.008,8.629999999999999,9.5,10.0,2007.0,0.6638781710237232,2007-10-14_1
2007-10-15,1,60.9,49.2,0.022,29.995000000000005,8.489999999999998,10.5,10.0,2007.0,0.6563578983782896,2007-10-15_1
2007-10-16,1,59.05,47.9,0.046,29.979000000000003,8.5,11.5,10.0,2007.0,0.669370323622767,2007-10-16_1
2007-10-17,1,57.3,46.6,0.05,29.959000000000003,8.89,12.5,10.0,2007.0,0.6795432136950846,2007-10-17_1
2007-10-18,1,56.8,46.1,0.08,29.9,9.77,13.5,10.0,2007.0,0.6789435563767479,2007-10-18_1
2007-10-19,1,56.15,46.5,0.0809999999999999,29.85,10.16,14.5,10.0,2007.0,0.7026590483840411,2007-10-19_1
2007-10-20,1,57.1,47.0,0.0809999999999999,29.828000000000003,9.81,15.5,10.0,2007.0,0.6939425287088556,2007-10-20_1
2007-10-21,1,59.1,47.8,0.0809999999999999,29.805,10.34,16.5,10.0,2007.0,0.6720228088286834,2007-10-21_1
2007-10-22,1,59.9,49.0,0.097,29.8,10.8,17.5,10.0,2007.0,0.6830425159061442,2007-10-22_1
2007-10-23,1,60.0,48.5,0.097,29.789000000000005,11.27,18.5,10.0,2007.0,0.668003382562523,2007-10-23_1
2007-10-24,1,59.2,47.1,0.0819999999999999,29.799,12.06,19.5,10.0,2007.0,0.6517560219802901,2007-10-24_1
2007-10-25,1,57.95,45.8,0.075,29.823999999999995,12.91,20.5,10.0,2007.0,0.6490179222446832,2007-10-25_1
2007-10-26,1,57.9,45.2,0.084,29.843,12.85,21.5,10.0,2007.0,0.6338742600405359,2007-10-26_1
2007-10-27,1,56.55,43.7,0.081,29.885,12.86,22.5,10.0,2007.0,0.6283102933442839,2007-10-27_1
2007-10-28,1,54.2,41.1,0.051,30.003000000000004,11.39,23.5,10.0,2007.0,0.6194043674490884,2007-10-28_1
2007-10-29,1,53.6,39.5,0.05,30.099,10.76,24.5,10.0,2007.0,0.5947647254467089,2007-10-29_1
2007-10-30,1,52.95,39.0,0.05,30.148,10.81,25.5,10.0,2007.0,0.5969844864556044,2007-10-30_1
2007-10-31,1,51.1,38.0,0.05,30.172000000000004,10.42,26.5,10.0,2007.0,0.6106567849713322,2007-10-31_1
2008-05-01,1,51.55,38.4,0.034,30.142,10.65,24.4,9.5,2007.1,0.60983857769737,2008-05-01_1
2008-05-02,1,52.75,40.3,0.162,30.102,11.34,22.3,9.0,2007.2,0.6289175799346992,2008-05-02_1
2008-05-03,1,52.8,40.9,0.162,30.055,11.16,20.2,8.5,2007.3,0.6430218289653208,2008-05-03_1
2008-05-04,1,52.95,40.4,0.162,30.037,10.38,18.1,8.0,2007.4,0.6283227191132638,2008-05-04_1
2008-05-05,1,53.3,39.4,0.129,30.029000000000003,10.39,16.0,7.5,2007.5,0.6017127129112463,2008-05-05_1
2008-05-06,1,55.05,40.0,0.128,29.992,10.11,13.9,7.0,2007.6,0.5772305920596008,2008-05-06_1
2008-05-07,1,56.5,42.2,0.204,29.909,10.92,11.8,6.5,2007.7,0.5979704679630506,2008-05-07_1
2008-05-08,1,56.7,42.5,0.204,29.851,11.14,9.7,6.0,2007.8,0.6003179566501781,2008-05-08_1
2008-05-09,1,56.3,42.1,0.204,29.816000000000003,10.58,7.6,5.5,2007.9,0.5997343737963595,2008-05-09_1
2008-05-10,1,56.1,42.1,0.204,29.799,9.78,5.5,5.0,2008.0,0.6041633695228729,2008-05-10_1
2008-05-11,1,55.2,41.3,0.299,29.787,10.4,6.5,5.0,2008.0,0.6058453181363013,2008-05-11_1
2008-05-12,1,53.75,39.6,0.1709999999999999,29.83,9.669999999999998,7.5,5.0,2008.0,0.5975354461696419,2008-05-12_1
2008-05-13,1,54.45,40.0,0.179,29.854000000000003,9.99,8.5,5.0,2008.0,0.5904182993142181,2008-05-13_1
2008-05-14,1,54.75,41.4,0.181,29.841,10.32,9.5,5.0,2008.0,0.6179849986310584,2008-05-14_1
2008-05-15,1,53.5,41.3,0.181,29.847,10.41,10.5,5.0,2008.0,0.6385556239624192,2008-05-15_1
2008-05-16,1,52.8,41.0,0.181,29.845,10.64,11.5,5.0,2008.0,0.6455742961147944,2008-05-16_1
2008-05-17,1,53.1,39.9,0.1169999999999999,29.837,10.88,12.5,5.0,2008.0,0.6146078745848593,2008-05-17_1
2008-05-18,1,52.85,40.3,0.1169999999999999,29.819,10.44,13.5,5.0,2008.0,0.6294378120483584,2008-05-18_1
2008-05-19,1,52.9,40.2,0.1169999999999999,29.803,10.32,14.5,5.0,2008.0,0.6263061512369797,2008-05-19_1
2008-05-20,1,53.6,40.2,0.1169999999999999,29.784,10.61,15.5,5.0,2008.0,0.6122752608022923,2008-05-20_1
2008-05-21,1,53.75,39.5,0.022,29.799,9.76,16.5,5.0,2008.0,0.5923522714482484,2008-05-21_1
2008-05-22,1,54.15,39.5,0.022,29.797,9.96,17.5,5.0,2008.0,0.5829370974563313,2008-05-22_1
2008-05-23,1,53.65,38.9,0.014,29.815999999999995,9.46,18.5,5.0,2008.0,0.5798491594358444,2008-05-23_1
2008-05-24,1,53.55,38.1,0.012,29.845,9.34,19.5,5.0,2008.0,0.5613114854602206,2008-05-24_1
2008-05-25,1,54.65,39.4,0.012,29.833,9.74,20.5,5.0,2008.0,0.5675843954876345,2008-05-25_1
2008-05-26,1,55.4,41.3,0.06,29.828000000000003,9.98,21.5,5.0,2008.0,0.5983998204895311,2008-05-26_1
2008-05-27,1,53.75,40.7,0.048,29.886000000000003,10.44,22.5,5.0,2008.0,0.6184490768225754,2008-05-27_1
2008-05-28,1,54.05,40.0,0.048,29.956,10.49,23.5,5.0,2008.0,0.5968731210962959,2008-05-28_1
2008-05-29,1,54.5,40.4,0.049,30.003000000000004,10.34,24.5,5.0,2008.0,0.5965295061786221,2008-05-29_1
2008-05-30,1,55.45,42.6,0.089,30.016,10.46,25.5,5.0,2008.0,0.6267609274890941,2008-05-30_1
2008-05-31,1,57.0,44.6,0.089,30.026,10.73,26.5,5.0,2008.0,0.6386493400786347,2008-05-31_1
2008-06-01,1,58.15,45.5,0.089,30.027000000000005,10.29,24.4,5.1,2008.0,0.634817047525528,2008-06-01_1
2008-06-02,1,60.1,46.8,0.089,30.004,9.68,22.3,5.2,2008.0,0.6236624778431124,2008-06-02_1
2008-06-03,1,60.95,48.3,0.141,29.955,9.76,20.2,5.3,2008.0,0.6413817885924213,2008-06-03_1
2008-06-04,1,61.45,49.2,0.141,29.924,9.09,18.1,5.4,2008.0,0.6524513570545808,2008-06-04_1
2008-06-05,1,62.4,50.0,0.157,29.913,9.31,16.0,5.5,2008.0,0.6485587039874037,2008-06-05_1
2008-06-06,1,65.8,53.3,0.157,29.87,9.53,13.9,5.6,2008.0,0.6501423548380885,2008-06-06_1
2008-06-07,1,68.25,57.2,0.168,29.822000000000003,9.98,11.8,5.7,2008.0,0.6864811060356024,2008-06-07_1
2008-06-08,1,70.25,60.3,0.291,29.787,10.78,9.7,5.8,2008.0,0.7151585030485469,2008-06-08_1
2008-06-09,1,70.6,60.8,0.265,29.79,10.510000000000002,7.6,5.9,2008.0,0.7196839764137042,2008-06-09_1
2008-06-10,1,70.6,60.8,0.265,29.799,10.28,5.5,6.0,2008.0,0.7196839764137042,2008-06-10_1
2008-06-11,1,71.6,61.7,0.265,29.803,10.74,6.5,6.0,2008.0,0.7190877942119848,2008-06-11_1
2008-06-12,1,72.7,62.8,0.265,29.803999999999995,11.89,7.5,6.0,2008.0,0.7206740339480044,2008-06-12_1
2008-06-13,1,73.85,63.5,0.252,29.827,11.96,8.5,6.0,2008.0,0.7101510083640475,2008-06-13_1
2008-06-14,1,74.4,62.9,0.252,29.859,12.32,9.5,6.0,2008.0,0.684080234112191,2008-06-14_1
2008-06-15,1,74.15,62.1,0.206,29.873,11.9,10.5,6.0,2008.0,0.6693565339069507,2008-06-15_1
2008-06-16,1,72.7,60.2,0.206,29.888,10.87,11.5,6.0,2008.0,0.6576848435649544,2008-06-16_1
2008-06-17,1,71.55,57.7,0.195,29.899,10.67,12.5,6.0,2008.0,0.6252201080572231,2008-06-17_1
2008-06-18,1,70.75,55.7,0.071,29.910000000000004,10.18,13.5,6.0,2008.0,0.5963628665243469,2008-06-18_1
